199	512	432	191	180	173	174	-5.13	-45.77	-6.76	11447.72	-985.45	11085.44	-150.31	115.78	269.07
173	516	437	180	163	173	176	-5.30	-45.73	-6.89	11448.53	-1010.57	11082.97	-149.74	129.69	280.67
206	514	435	181	196	177	176	-5.36	-45.68	-6.98	11446.71	-1027.85	11089.62	-126.71	128.36	260.94
262	508	435	203	203	174	173	-5.33	-45.64	-6.99	11449.77	-1030.85	11107.34	-110.22	133.54	241.74
190	494	428	185	168	179	176	-5.16	-45.61	-6.91	11455.88	-1015.51	11115.17	-99.21	129.16	233.05
169	492	433	185	159	177	176	-5.13	-45.64	-6.85	11462.69	-1004.94	11110.41	-96.90	130.40	251.20
223	485	431	200	191	171	174	-5.24	-45.50	-6.96	11450.55	-1025.89	11115.29	-85.51	149.68	256.69
271	496	436	215	217	182	175	-5.18	-45.43	-6.97	11447.03	-1026.39	11124.33	-64.73	149.95	231.71
209	503	430	187	184	176	177	-5.01	-45.38	-6.85	11450.67	-1003.27	11132.51	-48.94	153.15	217.07
165	505	430	180	168	172	175	-4.96	-45.33	-6.76	11451.94	-985.91	11145.49	-56.55	157.05	238.07
209	513	435	187	193	174	174	-5.14	-45.22	-6.89	11436.54	-1008.02	11164.41	-61.02	149.04	257.81
237	507	436	221	196	179	175	-5.18	-45.18	-6.95	11433.92	-1019.81	11181.59	-48.82	138.69	247.17
217	500	425	176	191	178	176	-5.14	-45.19	-6.97	11427.22	-1023.42	11181.11	-28.78	131.26	231.26
181	504	434	172	152	175	175	-5.13	-45.16	-6.99	11418.66	-1026.85	11178.25	-13.49	133.39	218.10
196	505	429	185	153	173	175	-4.97	-45.10	-6.91	11400.73	-1009.51	11173.54	0.49	138.17	213.15
223	503	435	202	183	177	174	-5.00	-45.09	-6.91	11393.69	-1007.63	11172.27	-7.04	135.72	230.54
213	506	440	190	161	176	174	-5.14	-45.02	-7.00	11384.61	-1023.25	11178.05	-13.59	139.68	252.76
184	510	434	184	166	173	175	-5.31	-44.98	-7.10	11381.97	-1043.09	11170.55	-17.86	153.75	264.67
196	507	428	189	165	173	175	-5.39	-44.91	-7.20	11376.28	-1062.74	11181.22	-2.76	157.91	259.64
210	508	433	197	188	174	175	-5.47	-44.82	-7.31	11365.06	-1082.60	11186.76	17.72	164.11	243.76
215	508	438	195	181	173	177	-5.50	-44.77	-7.38	11359.41	-1094.27	11192.82	31.64	167.81	229.82
193	507	437	186	144	178	176	-5.48	-44.78	-7.37	11362.04	-1093.76	11204.58	40.06	160.52	215.73
169	508	431	166	161	177	177	-5.49	-44.82	-7.35	11362.14	-1090.27	11207.75	30.10	149.49	216.14
222	510	433	199	170	177	176	-5.64	-44.85	-7.45	11364.23	-1110.55	11213.57	17.65	136.32	222.14
262	507	439	212	231	175	178	-5.72	-44.88	-7.51	11378.22	-1122.03	11207.49	12.77	141.55	215.93
190	509	436	176	151	174	177	-5.70	-44.87	-7.50	11375.11	-1121.52	11216.71	16.13	133.97	197.93
180	504	434	182	178	179	176	-5.57	-44.91	-7.45	11379.95	-1111.25	11215.08	21.37	132.67	187.64
208	506	440	186	178	172	177	-5.54	-44.87	-7.43	11382.95	-1107.89	11224.92	21.35	133.34	193.50
250	505	434	208	224	181	177	-5.69	-44.82	-7.53	11373.60	-1127.49	11242.48	13.43	119.92	190.73
209	513	435	196	184	174	176	-5.82	-44.87	-7.62	11375.32	-1145.52	11236.55	13.91	114.93	165.64
178	504	433	179	162	178	177	-5.77	-44.88	-7.63	11371.56	-1145.64	11244.52	30.17	108.68	134.31
195	510	432	198	180	176	174	-5.67	-44.84	-7.57	11363.38	-1133.76	11257.90	39.61	106.90	114.59
