103	478	288	135	106	125	169	-32.35	-41.74	-33.07	10724.70	-6432.01	10055.18	91.09	8.06	23.38 12
104	478	289	135	106	127	169	-32.10	-41.56	-33.07	10674.27	-6400.81	10071.82	100.44	7.96	44.97 12
104	478	288	135	105	126	169	-31.78	-41.33	-33.14	10606.15	-6372.17	10117.63	103.47	-17.64	59.02 12
104	478	289	135	106	126	168	-31.56	-41.44	-33.13	10576.45	-6350.76	10149.75	105.14	-88.86	63.47 12
104	479	288	135	106	126	169	-31.49	-41.93	-32.96	10612.62	-6331.62	10138.86	97.94	-164.51	52.14 12
103	478	288	135	106	127	168	-31.69	-42.63	-32.68	10713.39	-6325.84	10085.12	79.99	-212.69	25.89 12
103	478	288	135	107	125	169	-31.87	-43.18	-32.32	10833.32	-6309.15	10037.46	60.04	-214.25	8.64 12
104	479	289	135	107	126	169	-31.95	-43.48	-32.04	10928.26	-6298.89	10003.99	47.34	-189.14	10.96 12
103	479	288	135	106	126	169	-31.96	-43.52	-31.86	10975.24	-6280.95	9994.59	26.52	-143.78	1.56 12
104	479	288	135	106	126	169	-32.01	-43.38	-31.80	10987.48	-6273.50	10007.46	-3.96	-98.84	-30.67 12
104	479	288	135	106	126	169	-32.08	-43.16	-31.82	10978.31	-6272.63	10013.49	-28.96	-55.45	-55.33 12
103	479	289	135	106	126	169	-32.14	-42.90	-31.88	10957.79	-6275.99	10015.81	-48.81	-14.58	-62.47 12
103	479	288	135	106	127	169	-32.21	-42.71	-31.92	10937.50	-6272.19	10013.62	-70.57	21.25	-66.74 12
104	480	288	135	106	125	169	-32.32	-42.65	-31.88	10928.03	-6255.38	9992.34	-108.69	54.49	-85.26 12
103	479	289	135	106	126	169	-32.52	-42.53	-31.91	10914.83	-6256.02	9978.92	-156.91	80.36	-111.24 12
104	479	289	135	106	126	169	-32.78	-42.43	-32.00	10900.49	-6269.21	9964.58	-192.86	98.49	-120.03 12
103	479	288	135	106	127	169	-32.91	-42.29	-32.05	10888.46	-6274.75	9963.15	-225.92	117.92	-129.98 12
