102	345	313	148	101	220	168	0.62	-65.63	-1.01	14819.11	79.26	6798.15	-93.98	-365.08	-100.33 10
101	346	313	147	101	221	168	0.29	-65.62	-1.15	14816.76	42.89	6809.04	-69.33	-368.62	-104.07 10
102	345	313	148	101	219	169	0.52	-65.69	-1.11	14818.52	52.35	6801.19	-41.66	-367.09	-108.51 10
102	345	313	148	101	221	168	0.63	-65.75	-1.07	14820.79	63.93	6788.53	-58.43	-363.69	-104.34 10
101	346	314	148	101	221	168	0.40	-65.85	-1.13	14813.15	47.73	6775.91	-74.61	-358.95	-100.77 10
102	345	313	148	101	218	168	0.21	-65.97	-1.19	14817.29	32.95	6752.11	-73.18	-351.26	-102.98 10
102	345	313	147	100	221	169	0.14	-66.00	-1.22	14812.23	26.30	6736.50	-67.57	-333.49	-108.78 10
103	345	312	147	101	223	169	0.08	-65.99	-1.24	14807.22	20.79	6724.48	-73.39	-313.12	-112.49 10
102	345	313	147	102	221	168	0.14	-65.98	-1.20	14799.45	31.55	6711.06	-91.62	-292.86	-116.82 10
102	346	313	148	101	221	169	0.06	-66.00	-1.21	14789.88	29.57	6698.10	-101.59	-275.02	-119.23 10
102	345	313	148	101	221	168	0.05	-65.95	-1.21	14789.19	29.09	6695.00	-100.06	-251.47	-122.47 10
102	346	313	147	101	221	169	0.16	-65.89	-1.22	14780.93	26.24	6699.65	-84.96	-230.49	-121.94 10
102	345	313	148	100	221	169	0.26	-65.82	-1.15	14775.28	42.12	6706.86	-93.41	-210.42	-116.90 10
103	346	313	148	101	220	168	0.13	-65.78	-1.20	14767.32	30.62	6710.52	-88.79	-203.65	-114.05 10
102	346	313	148	102	220	169	0.30	-65.74	-1.15	14764.75	42.49	6707.39	-83.15	-191.37	-109.30 10
103	345	313	148	102	221	169	0.35	-65.75	-1.13	14758.91	48.36	6708.03	-97.19	-191.60	-105.58 10
102	345	313	148	101	221	168	0.35	-65.75	-1.12	14762.97	52.94	6706.82	-100.73	-181.42	-97.41 10
102	346	313	148	100	221	169	0.40	-65.72	-1.12	14762.02	51.90	6715.48	-77.90	-175.35	-92.44 10
102	345	313	148	101	220	168	0.66	-65.75	-1.03	14769.12	74.30	6714.11	-73.15	-171.58	-84.06 10
102	345	313	148	100	221	168	0.56	-65.83	-1.03	14776.66	73.79	6703.00	-86.69	-170.10	-68.81 10
102	345	313	147	101	221	168	0.38	-65.84	-1.09	14781.63	58.50	6699.25	-77.96	-167.10	-57.02 10
103	346	314	147	101	222	168	0.30	-65.85	-1.13	14784.55	47.37	6695.69	-61.71	-157.79	-50.37 10
102	346	313	148	101	220	168	0.33	-65.92	-1.13	14789.72	49.00	6685.90	-51.33	-155.60	-50.35 10
102	346	314	148	101	221	168	0.34	-66.00	-1.12	14796.83	50.95	6679.41	-52.51	-157.52	-51.33 10
102	346	312	148	100	220	169	0.44	-66.02	-1.08	14798.99	61.21	6671.04	-60.23	-149.50	-47.32 10
102	345	313	148	102	221	169	0.47	-66.01	-1.10	14800.44	56.95	6668.69	-49.07	-144.07	-43.95 10
102	346	313	148	101	222	168	0.76	-66.02	-1.01	14800.02	79.10	6660.25	-40.42	-132.97	-35.45 10
102	346	313	147	101	221	169	0.74	-66.01	-1.02	14796.42	76.94	6654.44	-35.95	-122.97	-17.13 10
102	345	313	148	102	221	169	0.74	-66.05	-1.02	14788.40	75.70	6635.72	-28.20	-113.82	-1.82 10
103	346	313	148	101	220	168	0.73	-66.08	-1.01	14792.38	78.71	6622.13	-25.14	-100.73	15.82 10
102	346	313	148	101	222	169	0.57	-66.05	-1.04	14788.36	71.78	6612.02	-33.88	-78.79	36.08 10
102	345	313	148	102	222	169	0.28	-65.98	-1.15	14783.94	44.39	6606.22	-27.74	-60.95	54.67 10
102	346	314	148	101	221	168	0.29	-65.95	-1.16	14789.34	41.97	6603.71	-17.50	-42.01	65.34 10
102	346	313	148	101	221	168	0.31	-65.93	-1.17	14798.47	38.27	6601.73	-15.13	-28.76	74.27 10
103	346	313	148	102	221	169	0.35	-65.92	-1.16	14805.55	41.36	6602.24	-15.17	-20.27	81.61 10
102	346	313	148	101	221	168	0.26	-65.92	-1.22	14819.67	24.49	6603.93	11.59	-11.70	87.63 10
103	345	313	148	101	220	168	0.27	-65.81	-1.27	14822.09	13.26	6619.33	39.61	3.38	92.30 10
102	345	313	148	101	221	169	-0.00	-65.75	-1.34	14823.59	-6.80	6642.16	42.53	0.71	92.58 10
102	345	313	148	101	222	169	-0.29	-65.67	-1.47	14823.81	-38.86	6668.66	62.05	-10.87	81.20 10
102	345	314	149	101	221	169	-0.15	-65.67	-1.44	14824.82	-32.32	6685.42	72.80	-32.98	61.19 10
102	346	314	148	101	221	169	-0.06	-65.80	-1.40	14834.98	-20.90	6687.35	47.81	-64.98	46.03 10
