103	355	493	232	179	223	160	47.45	-64.02	18.84	15006.39	5339.03	4697.69	-467.25	897.97	450.44 26
104	355	493	232	179	224	159	46.88	-63.98	18.69	15000.47	5294.88	4741.60	-446.78	888.92	448.92 26
104	356	493	231	179	222	160	46.43	-63.88	18.59	14987.45	5263.73	4781.52	-414.14	870.82	444.02 26
103	356	493	231	179	223	160	45.98	-63.88	18.50	14976.08	5234.55	4808.65	-417.49	836.48	433.92 26
103	356	493	231	179	222	160	45.50	-64.00	18.38	14967.07	5197.82	4822.61	-447.16	799.26	415.68 26
103	356	492	231	179	223	159	45.12	-64.07	18.26	14959.52	5160.73	4839.08	-442.41	764.44	391.09 26
103	356	493	232	179	223	160	45.07	-64.11	18.21	14956.54	5146.49	4848.53	-415.18	732.17	363.69 26
103	357	493	231	180	223	159	45.17	-64.10	18.24	14948.32	5149.37	4851.50	-384.98	697.46	337.35 26
102	356	493	231	178	223	159	45.38	-64.10	18.28	14943.70	5159.90	4848.93	-371.08	664.69	315.54 26
103	356	493	232	179	223	160	45.47	-64.16	18.30	14938.31	5162.30	4844.28	-381.42	634.16	298.06 26
103	357	493	231	179	223	160	45.58	-64.20	18.29	14936.40	5160.39	4836.27	-372.25	609.00	284.21 26
103	356	493	232	179	223	160	45.83	-64.21	18.32	14942.98	5170.57	4831.65	-351.19	583.90	277.25 26
102	357	493	231	179	223	160	45.90	-64.22	18.32	14940.03	5169.24	4831.87	-334.38	560.50	275.93 26
102	357	493	231	180	222	160	45.94	-64.27	18.29	14933.83	5160.38	4825.08	-325.16	535.83	269.69 26
102	357	493	231	179	222	160	45.89	-64.37	18.23	14928.13	5141.36	4817.42	-315.50	517.74	263.90 26
102	357	492	231	179	223	160	45.91	-64.42	18.17	14923.93	5121.29	4806.75	-298.33	509.10	253.26 26
103	357	493	232	179	222	160	45.87	-64.46	18.11	14919.73	5104.83	4791.61	-281.46	500.74	237.64 26
103	357	492	231	177	223	159	45.91	-64.47	18.06	14916.34	5089.39	4778.63	-271.39	502.66	226.51 26
103	357	493	231	179	224	159	45.99	-64.45	18.03	14903.93	5075.32	4773.90	-250.27	512.97	218.04 26
103	357	493	232	180	223	160	46.08	-64.42	18.04	14892.73	5074.55	4768.41	-236.86	512.53	206.48 26
103	357	493	231	178	223	160	46.01	-64.39	17.99	14883.89	5057.62	4764.19	-230.56	519.35	194.66 26
103	357	493	232	179	223	160	45.80	-64.34	17.93	14869.30	5036.94	4779.38	-212.28	523.83	183.68 26
103	357	492	231	179	222	160	45.67	-64.26	17.89	14860.23	5022.69	4789.81	-193.07	521.69	170.99 26
103	357	493	231	179	223	160	45.57	-64.26	17.84	14858.82	5008.36	4800.72	-181.67	512.26	161.84 26
103	357	493	231	179	223	160	45.40	-64.25	17.80	14852.48	4995.54	4812.68	-176.63	501.49	148.85 26
